ApplicationDate,Age,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,LoanApproved
2067-06-13,41,577,Employed,Associate,20,16846,72,Divorced,1,Other,1221,0.6024877573010872,5,2,0.6632936970133833,0,Auto,0,22,1,2062,6519,121434,9906,0.5397863600377416,6,111528,0.243346,0.2372025681539905,440.6453942286969,0
2030-01-26,46,587,Employed,Bachelor,24,16879,60,Married,1,Own,545,0.0722123045301417,4,0,0.3550113433228226,0,Other,0,27,22,2300,5856,122858,26156,0.9562601517178536,3,96702,0.228379,0.2149325475821289,461.3295028956949,1
2061-02-20,39,563,Employed,High School,16,10293,120,Married,0,Mortgage,188,0.1990459326417628,3,1,0.168657897524396,0,Debt Consolidation,0,19,6,3270,4032,178354,22891,0.9061246010484412,1,155463,0.2837929999999999,0.296920475380535,269.0035644226557,0
2022-11-01,29,572,Employed,Bachelor,4,23189,60,Married,2,Own,256,0.1238934305633976,2,0,0.1686042001604649,0,Education,0,25,1,3135,1354,6080,70856,0.5661660387882664,3,1270,0.242189,0.2545528571341294,686.8312775649667,0
2053-07-31,33,563,Employed,Associate,12,22638,36,Divorced,0,Own,190,0.1437358246692006,2,1,0.321572288671816,0,Home,0,23,22,13929,839,128828,10366,0.936829477031875,5,118462,0.2261379999999999,0.2434315853717117,892.2372894703211,0
2035-12-06,44,587,Employed,Associate,25,45033,48,Single,3,Mortgage,881,0.4130532219205534,5,0,0.4626125778082786,0,Home,0,21,27,664,2783,65071,8275,0.9247657239884056,4,56796,0.246533,0.2679150975853588,1538.5132274997663,0
2021-04-18,46,579,Employed,Bachelor,25,19271,120,Married,1,Rent,353,0.3167961107103066,4,1,0.0970164489225318,0,Auto,1,23,11,1420,255,46034,2039,0.6682336918701671,6,43995,0.284771,0.3194773603174236,535.9522286087711,0
2034-09-30,49,623,Self-Employed,Associate,27,11118,84,Married,3,Own,538,0.703619942923732,2,0,0.5584259535175967,0,Education,0,30,21,14509,1648,71710,21221,0.9233574098537312,5,50489,0.224618,0.2124765748380895,255.3082788124648,1
2026-09-28,67,653,Employed,Bachelor,43,16189,48,Married,2,Mortgage,850,0.3023283653011584,2,1,0.5324716525115724,0,Auto,1,13,23,2127,5761,68634,10447,0.7692386596882541,4,58187,0.184689,0.1636634160661185,461.8439067729881,0
2059-04-28,54,655,Self-Employed,Doctorate,35,29378,48,Divorced,3,Mortgage,604,0.2318652185315418,4,3,0.1859368796669108,0,Home,0,18,12,2202,499,87804,43072,0.8654804407434084,4,44732,0.196878,0.2347314763489766,949.2401374760192,0
2021-02-25,18,573,Unemployed,Bachelor,0,34225,12,Married,1,Other,441,0.4329359749134669,1,1,0.3408196531650895,0,Other,1,30,24,3927,1889,185368,19603,0.8725300301179871,1,165765,0.212725,0.1928365119054837,3158.6939290806004,0
2044-04-10,28,582,Employed,High School,5,34316,48,Married,1,Mortgage,282,0.281140140309873,2,1,0.279888105838141,0,Home,0,26,13,928,184,7499,13103,0.7471830412084872,3,5606,0.238316,0.1906528,1027.234929568924,0
2025-02-08,18,570,Employed,Bachelor,0,14035,36,Single,0,Mortgage,488,0.4367730233754228,3,2,0.1322323089438365,0,Home,0,26,14,684,234,75345,27270,0.6229049716678638,9,48075,0.214035,0.2068774196492347,526.5220775425515,0
2042-05-22,21,579,Employed,High School,0,75690,60,Married,0,Own,542,0.0680817610436759,4,3,0.0171032800195709,0,Home,0,24,2,1261,295,74215,12707,0.5417879187295951,5,61508,0.29119,0.2623691684057666,2276.82238948785,0
2049-10-03,32,549,Employed,Master,9,21799,120,Married,3,Mortgage,308,0.3024831542635344,6,0,0.1327418557838852,0,Home,1,27,14,13518,1153,273642,64831,0.7195631729251623,3,208811,0.302299,0.2887333441774439,556.6034452587793,0
2070-01-14,46,553,Employed,Associate,22,11331,60,Married,0,Rent,415,0.3592028498314833,2,0,0.3907165175921346,0,Auto,0,20,10,859,1815,28377,5241,0.6965457635530071,3,23136,0.239831,0.2188495488155167,312.20917202075924,1
2060-08-13,43,615,Employed,High School,18,16826,48,Single,0,Other,140,0.2798405141971355,3,3,0.5892444846393979,1,Debt Consolidation,1,27,23,1759,1093,74609,16317,0.8259746501985721,4,58292,0.204326,0.2210071440731152,531.0416941515504,0
2027-08-04,40,660,Self-Employed,Bachelor,18,29681,36,Married,0,Rent,424,0.3425767884002271,6,1,0.454181606823224,0,Home,0,21,3,5006,999,90090,13877,0.8034175446648226,5,76213,0.184681,0.1889515817000679,1086.4146512844115,1
2044-06-24,44,537,Employed,High School,22,17967,48,Married,2,Mortgage,441,0.1473620810809934,4,0,0.2365627629359344,0,Debt Consolidation,0,19,28,4108,1355,66356,21913,0.8345889304225783,4,44443,0.244467,0.2794188403690691,625.5911843814496,0
2028-07-20,26,572,Employed,Bachelor,2,9494,96,Single,0,Mortgage,767,0.3740234476645591,5,0,0.1396583169996868,0,Auto,1,20,19,3636,312,182234,36266,0.8896547029491872,9,145968,0.258494,0.2472820071212321,227.7863520384045,0
2050-12-30,53,601,Employed,High School,30,9684,48,Divorced,1,Rent,396,0.4062189623630725,3,0,0.3177287321480628,0,Debt Consolidation,1,36,21,2212,6620,124266,6361,0.7650532001014543,1,117905,0.204184,0.2450207999999999,318.4101472360043,0
2046-06-19,34,614,Employed,High School,12,27996,48,Divorced,4,Rent,601,0.1761230405615469,0,1,0.3873655113060767,0,Debt Consolidation,0,19,4,1925,751,68261,21335,0.9496635362783742,12,46926,0.215996,0.1791976032592706,821.2091171389128,0
2021-10-02,37,609,Self-Employed,Bachelor,10,28417,96,Married,0,Rent,564,0.1994515192547064,5,3,0.1538644236833012,0,Home,0,18,29,8139,232,90764,21532,0.8181225205205226,12,69232,0.258917,0.2514476858066267,689.6454373812419,0
2060-12-10,53,598,Employed,Master,30,21837,60,Single,1,Own,487,0.1894698923735444,2,2,0.1318299023408407,0,Debt Consolidation,0,24,16,908,4517,241975,88714,0.7894552091354168,8,153261,0.227837,0.2163087391847432,598.5401339314186,1
2052-03-25,30,599,Employed,Bachelor,10,15509,96,Married,0,Mortgage,447,0.3286969468076552,3,1,0.4223217148437416,0,Other,0,25,12,2112,982,100992,13018,0.8435587810048483,9,87974,0.251009,0.3008693482742541,428.6263992352255,0
2062-05-30,40,604,Self-Employed,Associate,19,23807,48,Married,2,Rent,661,0.3304263826800536,3,1,0.0275035046576135,0,Home,0,23,6,2870,4716,258610,26208,0.816439160584876,8,232402,0.216807,0.1734456,691.2032439220387,1
2020-03-24,42,597,Unemployed,Associate,20,10322,96,Divorced,3,Other,483,0.2292065917062928,3,0,0.6830234452725508,0,Home,0,30,8,2529,189,99670,4756,0.9546220340031456,9,94914,0.2468219999999999,0.2521352766874863,250.97384753082105,0
2034-04-08,49,575,Employed,Associate,27,35606,36,Married,3,Own,461,0.3952154333695934,4,0,0.2369539489833055,0,Auto,0,13,10,1219,2346,277541,44278,0.663317218686628,10,233263,0.233106,0.2457291074328981,1407.6580196434852,0
2047-04-14,27,618,Employed,Bachelor,1,71618,72,Married,0,Own,244,0.1341262532335245,3,0,0.0792687694208137,0,Other,0,25,18,1048,1918,34677,17202,0.6216291463773248,4,17475,0.277618,0.3284643372420042,2287.6674508015285,0
2060-06-30,28,466,Employed,Bachelor,7,15192,60,Divorced,0,Own,342,0.47107896082374,1,0,0.2481844765114605,0,Education,0,24,9,3187,1607,56442,25692,0.947748779494107,9,30750,0.287192,0.294394093730591,486.2945606829182,0
2070-02-23,45,494,Employed,Bachelor,25,8899,84,Married,1,Rent,335,0.2388845676533104,3,2,0.3476444195816359,0,Home,0,26,22,1655,755,23671,36359,0.6082151636359346,4,4928,0.286899,0.2663729621056647,234.6469588719462,0
2048-07-22,55,559,Employed,Bachelor,30,17789,120,Married,2,Rent,620,0.3316458056656176,2,0,0.2257873854271252,0,Debt Consolidation,0,14,1,1955,178,138109,24230,0.736537830630612,2,113879,0.293289,0.2882720229651982,453.6139617246012,0
2033-04-24,30,558,Employed,Master,5,9497,24,Married,1,Own,284,0.4933787082192755,5,1,0.1452388600908501,0,Home,0,23,6,4880,4971,35222,50174,0.9134746368592014,5,5742,0.2054969999999999,0.2128819081027962,489.3549008080415,0
2068-08-26,39,517,Employed,High School,14,28387,24,Married,5,Mortgage,671,0.5939445760476365,4,0,0.4441780881362069,0,Home,1,31,17,3619,594,40846,12062,0.7399513980586251,5,28784,0.244887,0.2000064521502596,1444.7880972098242,0
2036-09-20,18,478,Employed,Bachelor,0,42170,48,Widowed,0,Other,873,0.3994994306150579,4,0,0.5001526217763081,0,Auto,0,16,23,8235,738,37780,13269,0.8292756347975576,6,24511,0.29817,0.238536,1371.408600281517,0
2069-03-31,25,580,Employed,Bachelor,3,22229,36,Married,4,Mortgage,374,0.183563366834189,8,0,0.2935715353374991,0,Auto,0,22,10,7121,2173,166817,14468,0.828782141409963,5,152349,0.217229,0.1957868262107883,821.3450804642423,0
2067-11-04,34,598,Employed,Master,14,32877,60,Single,0,Rent,1269,0.4806988262292764,5,1,0.334139005011832,0,Auto,0,21,2,694,533,61436,5830,0.8744188560191227,3,55606,0.238877,0.2264682746849393,920.1591894113328,0
2036-10-15,63,642,Employed,High School,40,23095,24,Single,0,Rent,295,0.2590040794339944,4,0,0.4689777374151399,0,Other,1,18,7,522,662,27539,12153,0.9114783537474984,5,15386,0.177095,0.1749906823652021,1147.4150040036554,0
2024-04-25,47,623,Employed,Bachelor,26,26787,36,Married,3,Own,645,0.4503228509029862,3,1,0.5846723362479984,0,Debt Consolidation,1,28,1,3159,485,45459,1384,0.5679571874986403,4,44075,0.200287,0.1691291618041096,953.8690612419232,1
2025-12-01,18,573,Employed,Bachelor,0,8493,48,Divorced,1,Rent,154,0.1385272162596807,5,0,0.0352259911308565,0,Home,0,33,24,347,1660,14649,18827,0.7681491292370162,6,4772,0.216993,0.2041479298882113,260.3257300462403,0
2052-07-02,38,550,Self-Employed,High School,16,27272,72,Married,0,Mortgage,493,0.7444750933090001,3,2,0.0273341512134562,0,Debt Consolidation,0,25,6,1060,817,12959,12983,0.6543146223718095,5,5584,0.2672719999999999,0.2484454279353864,732.031318718246,0
2058-04-21,50,644,Employed,Bachelor,29,28055,36,Married,2,Mortgage,881,0.1015355148090967,4,0,0.1031202094835888,0,Education,0,26,3,1007,1004,40018,9728,0.8841130518536463,8,30290,0.191055,0.1909764790501918,1029.77025728463,0
2060-02-04,19,576,Employed,High School,0,26187,36,Married,2,Mortgage,227,0.1410203399523822,4,2,0.2840572717771222,0,Other,0,19,23,2854,697,30204,164861,0.8246728956201222,4,10740,0.223187,0.2678243999999999,1066.035751819476,0
2063-02-17,43,603,Employed,Master,18,9587,36,Divorced,2,Mortgage,185,0.131395889798895,2,2,0.3093031644034289,0,Home,0,27,21,1206,172,29985,18636,0.8413364343724993,4,11349,0.193087,0.2285008105004567,370.36140574214863,0
2056-12-20,43,606,Employed,High School,22,11662,24,Married,0,Mortgage,278,0.1332298708141076,4,2,0.4459623644832509,0,Other,0,27,10,11141,12099,272993,504496,0.7341511320636257,8,6481,0.183662,0.1696430790707978,576.3957011171101,1
2045-07-18,41,540,Self-Employed,Associate,18,42251,72,Married,3,Other,185,0.2026628777237988,2,0,0.0608915423570163,0,Home,0,28,25,1798,4715,34757,14052,0.7856707742917984,6,20705,0.287251,0.3221974030164888,1332.1526915941593,0
2058-07-29,43,555,Employed,High School,24,31937,72,Married,2,Mortgage,342,0.3456428958958318,2,1,0.2988233760735906,0,Home,1,28,17,2833,386,22937,51458,0.744953235744148,6,3190,0.269437,0.266101554708908,892.1140229724125,0
2026-01-31,45,588,Employed,Bachelor,21,10930,72,Single,2,Rent,330,0.4111230651425195,3,1,0.3154373461503887,0,Other,0,21,5,1678,493,243288,19288,0.8456135198272404,4,224000,0.23193,0.2268004151492302,279.05777983754376,0
2042-01-30,18,538,Employed,Associate,0,12019,36,Single,2,Rent,633,0.2197182610208067,3,2,0.2742571145503678,0,Debt Consolidation,0,28,22,4330,745,151662,34288,0.6634910185749054,8,117374,0.228019,0.2464647921622059,475.62899424473966,0
2058-07-22,31,589,Employed,Associate,9,14529,36,Married,1,Mortgage,692,0.4638413688654796,4,0,0.1462408083728995,0,Debt Consolidation,0,27,22,3239,2013,43903,13944,0.7899525306775054,7,29959,0.205029,0.2235904402064482,557.5714080803017,0
2071-09-13,45,552,Employed,Associate,20,25577,108,Single,3,Own,313,0.3266213268186541,3,0,0.7111615347390995,0,Home,0,31,11,8744,88,23047,34918,0.8458407066434367,7,5995,0.294577,0.3008734136083943,688.7728821689007,0
2071-08-26,28,549,Employed,High School,7,39380,72,Single,0,Mortgage,349,0.5534883380037937,4,1,0.5937672552877734,0,Auto,1,15,17,2485,1270,24119,27912,0.8630066505323875,5,9615,0.27988,0.2975598983916517,1178.526632850127,0
2032-10-06,41,580,Employed,Bachelor,14,13607,60,Married,3,Mortgage,470,0.4813329945995085,1,2,0.6927939687085515,0,Home,0,22,9,726,2053,88881,37204,0.8833124459581646,7,51677,0.228607,0.2446376368909249,395.1170909014991,0
2036-01-28,40,593,Employed,High School,16,53752,48,Single,3,Rent,490,0.5308991905680546,4,1,0.0716421218143021,0,Debt Consolidation,1,18,14,3731,161,149438,4764,0.8398159865247885,7,144674,0.252252,0.2624302140420219,1819.7296337071532,0
2061-04-18,35,581,Employed,High School,9,25384,60,Married,2,Mortgage,306,0.2687276280725537,1,0,0.6270453606022472,0,Debt Consolidation,0,14,14,2003,338,66286,22865,0.6622370454742951,6,43421,0.239884,0.2745666136771142,782.0519791181295,0
2046-10-24,39,527,Employed,Associate,15,35258,36,Married,0,Rent,434,0.2717470410719745,3,0,0.0903695058283588,0,Debt Consolidation,0,17,15,7106,256,295641,50087,0.7467351184156773,4,245554,0.256758,0.2247795141576533,1355.2524714592882,0
2055-02-09,49,549,Employed,Associate,27,12129,60,Single,0,Rent,498,0.2995919295840102,1,1,0.2911662420122506,0,Education,0,31,12,2711,1042,3753,36526,0.8949376486723681,5,4862,0.2426289999999999,0.262122392197625,364.6735045806119,1
2019-11-22,35,455,Unemployed,High School,12,20050,60,Married,5,Mortgage,414,0.3472831721580557,2,1,0.3603365278383777,0,Auto,0,19,19,1005,2158,85927,122204,0.7338934046100805,7,4507,0.29755,0.2456115784209116,583.3468169981111,0
2019-02-05,20,542,Employed,High School,0,17597,36,Single,3,Rent,347,0.4570341909209233,4,1,0.0987855545258792,0,Auto,0,24,9,21806,2838,24644,4478,0.7135437583505105,6,20166,0.231597,0.2189635585973578,671.0942510397615,0
2047-02-05,31,603,Employed,Associate,4,39484,84,Single,0,Other,384,0.3965109769904969,4,2,0.5373988242096381,0,Home,0,34,4,1211,544,450292,128692,0.7765846813465268,7,321600,0.262984,0.2539632019918986,1009.4314744042636,0
2038-01-17,38,621,Employed,High School,17,35844,60,Married,4,Own,349,0.1889587907240356,2,0,0.1477189846900778,0,Debt Consolidation,0,23,10,5894,3311,120199,9222,0.7756696502160538,4,110977,0.230344,0.2536246602556622,1059.6993246885734,0
2028-02-27,40,602,Employed,Associate,17,16721,48,Married,3,Mortgage,417,0.2755140654978836,4,2,0.3077617223299329,0,Education,0,28,11,1590,4733,57355,13856,0.7354407880973237,7,43499,0.210721,0.1843117885128054,494.9547890131912,0
2026-07-07,18,554,Employed,Associate,0,46382,72,Single,4,Rent,290,0.0742511843002816,3,0,0.3061872116813607,0,Auto,0,22,10,1212,3090,35910,136631,0.8259617387912608,5,1686,0.284382,0.2947012919136119,1379.5585905830314,0
2054-06-04,49,559,Employed,Master,29,21389,60,Divorced,2,Mortgage,361,0.4928902141487918,2,0,0.3071734524296574,0,Home,1,21,18,15756,84,1442499,44659,0.8953338895678997,8,1397840,0.2468889999999999,0.1989885165673094,565.4745677222026,1
2037-11-20,56,586,Employed,Associate,36,22970,48,Married,3,Mortgage,634,0.3116186376168962,3,2,0.2467896304273442,0,Home,0,27,9,6788,3951,16366,46066,0.7365886713179318,7,10867,0.22497,0.2284555373708589,734.279967503017,0
2028-09-08,28,567,Employed,Associate,6,18389,48,Married,0,Mortgage,378,0.1053869354952309,0,2,0.0899439004351439,0,Education,0,25,29,627,303,60796,44655,0.5369256554160251,6,16141,0.2298889999999999,0.2460251045815626,605.6567518297516,0
2062-03-19,33,599,Employed,High School,8,9752,60,Married,0,Own,368,0.390923216811313,4,0,0.2758174404897631,0,Education,0,34,24,5219,814,42198,68922,0.8853126064022423,3,2233,0.215252,0.198583062861296,257.60010255947185,0
2022-05-28,43,611,Employed,Associate,20,10478,72,Married,0,Rent,371,0.2164644352028612,4,1,0.0725627382472956,0,Education,0,17,5,1231,621,9581,32708,0.8133266075576876,5,4849,0.2199779999999999,0.2431947788062197,277.8881718338474,0
2034-04-11,45,561,Employed,High School,22,15869,96,Married,0,Own,355,0.1661490733229831,2,3,0.0871944251584569,0,Debt Consolidation,0,15,15,2513,2151,21720,86159,0.925474957963464,3,6901,0.2703689999999999,0.2715583298216493,406.55321808099086,0
2031-08-30,68,623,Employed,Bachelor,41,28682,48,Married,1,Mortgage,768,0.3270073947141731,4,2,0.2884082101029543,0,Auto,0,21,8,4632,3311,29304,10584,0.6685997919938932,3,18720,0.212182,0.2093644523953275,887.1778949314511,0
2051-01-06,39,630,Employed,Bachelor,15,48720,60,Married,0,Own,338,0.1519000621392645,2,1,0.1624885163091522,1,Debt Consolidation,0,25,9,912,1656,97350,3202,0.8288292715230311,3,94148,0.23872,0.2552433873435127,1445.011733378661,0
2049-12-02,46,628,Employed,Bachelor,22,51979,36,Married,2,Mortgage,503,0.7675553754373902,1,3,0.2617109517259726,0,Debt Consolidation,0,24,6,1179,581,36762,12683,0.941375427226855,5,24079,0.222979,0.2135134609150746,1967.7015600612103,0
2051-06-24,38,611,Employed,Bachelor,12,23892,60,Single,0,Own,514,0.4985445197543169,1,1,0.4771183897076691,0,Education,0,29,21,2832,1423,58642,12883,0.5920725915603313,5,45759,0.2233919999999999,0.2064184078226198,641.5545863910747,1
2065-02-14,39,613,Employed,Bachelor,14,10128,60,Widowed,3,Other,241,0.5070295579484199,2,0,0.2982425469142034,0,Debt Consolidation,0,19,12,2108,2278,26096,12229,0.759245753081048,1,13867,0.2086279999999999,0.1732421290214268,253.4758459721907,1
2058-08-14,38,626,Employed,Associate,18,29035,24,Single,3,Rent,586,0.6317803818793176,6,2,0.0925635368282626,0,Education,0,20,14,1656,624,27860,27555,0.7886481275701311,6,2252,0.191035,0.1948439702877936,1470.4565357035888,0
2049-11-16,58,586,Employed,Associate,36,15375,12,Divorced,3,Other,340,0.250831547990309,4,2,0.3337799123565704,0,Education,0,20,5,575,4705,116295,19218,0.9679979486194996,8,97077,0.187375,0.218235182727827,1437.7080144199456,0
2044-11-11,31,630,Employed,Associate,13,23945,48,Single,2,Mortgage,601,0.7553407143610255,3,2,0.2146508953092389,0,Debt Consolidation,0,21,26,4440,1411,47325,7355,0.95627053753711,6,39970,0.203945,0.1983219778855152,726.515960817338,1
2027-05-24,45,542,Self-Employed,High School,20,28466,48,Married,1,Mortgage,633,0.1126779245062316,8,1,0.2649910767831996,0,Auto,0,24,8,1932,548,64385,6193,0.9092060903035964,3,58192,0.2524659999999999,0.2428949653902418,932.605535404478,0
2045-07-30,51,528,Employed,High School,28,25062,108,Single,0,Rent,1096,0.6223104297725411,1,1,0.1695946498846359,0,Auto,0,21,28,2134,1812,26267,80168,0.839935923645145,9,7446,0.306062,0.3034374358025136,679.5357463914606,0
2053-11-17,44,576,Employed,High School,21,61309,36,Married,4,Rent,312,0.5074301071967152,7,1,0.3485331700569656,0,Home,0,28,13,2171,103,28229,63711,0.7741024101759261,4,4424,0.258309,0.263397513655592,2481.287098520886,0
2025-12-23,49,527,Employed,High School,31,27043,36,Married,3,Mortgage,418,0.3413241347871696,5,1,0.5599019950642251,0,Other,0,24,1,8408,2181,32280,22926,0.6394183073654495,7,9354,0.248543,0.2552839888819198,1082.7969177912278,0
2065-01-02,65,663,Employed,Bachelor,42,23195,84,Divorced,0,Mortgage,828,0.0906879770558074,5,0,0.4678469932886157,0,Auto,0,19,12,1320,1177,336966,3869,0.922064271275037,4,333097,0.216695,0.2231511023960611,547.8867945415193,1
2070-03-18,51,588,Employed,High School,29,37484,96,Married,0,Rent,286,0.6648424414043501,2,2,0.4235037819255869,1,Home,0,23,8,699,2051,37301,9233,0.7705834732343047,5,28068,0.278484,0.2881459064775279,1002.8615845650946,0
2062-07-28,55,572,Unemployed,Master,30,23909,60,Divorced,1,Own,258,0.2252830186275199,1,1,0.4038135774500655,0,Auto,1,24,18,5060,1468,72675,32622,0.7051699213981035,5,40053,0.2429089999999999,0.2236201196142557,665.2711114827086,0
2030-05-22,54,547,Employed,Bachelor,34,15050,48,Married,3,Own,158,0.2619481869649912,2,0,0.5169647527305155,0,Auto,0,21,16,7713,2288,68316,8199,0.6244403691778571,6,60117,0.23655,0.2200108239027572,474.1753152219621,1
2018-02-07,18,604,Employed,Master,0,8015,36,Married,4,Mortgage,327,0.3761587952008543,1,4,0.6442658599722689,0,Auto,0,17,28,2612,199,49999,8146,0.9260164572637286,7,41853,0.191015,0.152812,278.94758109438794,1
2030-05-15,44,625,Unemployed,Associate,25,42140,84,Married,2,Mortgage,765,0.1672605354361306,2,2,0.3043877411036433,0,Home,0,19,26,2076,65,52398,52064,0.7681470552498845,12,6010,0.25464,0.2678688937931853,1115.2435814249088,0
2053-12-20,29,534,Employed,High School,6,24432,72,Married,0,Rent,184,0.1133744728405083,2,4,0.0818168459238046,0,Home,0,18,14,5939,418,21711,30163,0.7547968093906688,8,9875,0.272432,0.2904864936700585,720.0976903799717,0
2071-07-21,32,617,Employed,Bachelor,13,10789,24,Married,3,Mortgage,284,0.4250182071397946,5,2,0.2429914519152973,0,Home,0,28,17,5256,2447,19295,52875,0.7532493462169094,6,3713,0.177289,0.1802132793948735,538.7423253651982,1
2038-04-08,38,502,Employed,High School,16,22197,48,Single,0,Mortgage,491,0.2645999038942609,1,0,0.2853554269452663,0,Home,0,26,29,1655,1440,166646,234409,0.924543784603376,5,5847,0.2661969999999999,0.3036051393027709,803.8860187610178,0
2046-08-24,31,522,Employed,High School,8,57916,48,Married,3,Own,455,0.2099613410513379,3,1,0.4833079875206216,0,Auto,0,21,3,1677,562,8878,33773,0.901440397906973,4,6725,0.291916,0.3499291308534735,2256.8127071003187,0
2039-11-27,39,493,Employed,Associate,13,22536,12,Single,3,Mortgage,337,0.3308246418800554,2,0,0.3115888999193894,0,Debt Consolidation,0,37,27,6048,1069,34606,5072,0.8774883440793962,4,29534,0.241036,0.2351826312464814,2125.74468038285,1
2058-06-15,35,599,Employed,Associate,12,29021,72,Single,3,Mortgage,493,0.2828579052114453,1,1,0.2711279828923749,0,Debt Consolidation,0,22,15,806,277,39318,34460,0.8386558655781255,1,4858,0.244521,0.278400026633489,833.0669542090598,0
2026-02-14,44,556,Self-Employed,Master,22,21750,36,Married,0,Own,307,0.4521043776467682,4,2,0.0749486955534516,0,Home,1,25,28,1760,1263,23028,3374,0.930033842815162,5,19654,0.2287499999999999,0.2276420624532115,839.2657830214008,0
2020-08-01,38,598,Employed,Bachelor,18,16099,24,Single,1,Mortgage,377,0.4926486495180965,2,2,0.017208602727361,0,Education,0,31,20,2989,921,384020,48690,0.8902614200698574,8,335330,0.192099,0.2119481273999431,828.7988803465925,1
2047-02-03,36,532,Employed,Bachelor,13,30851,72,Single,1,Rent,401,0.6769362217635216,5,1,0.2948921751139796,0,Home,0,22,17,2261,218,45518,48305,0.957184745320288,4,9066,0.2798509999999999,0.2865186616487237,901.480984287914,0
2018-12-06,33,548,Employed,High School,10,10610,36,Divorced,3,Rent,319,0.2053685754610479,4,2,0.3698036266786609,0,Debt Consolidation,0,21,26,1950,1302,153480,15383,0.673022980916365,7,138097,0.22161,0.2287176634610652,410.0013551882122,1
2072-05-08,46,604,Employed,Associate,23,25104,48,Married,1,Rent,109,0.1089090276759956,1,0,0.3244381675614035,0,Auto,0,13,18,3218,1869,352525,33183,0.7888502687164328,7,319342,0.218104,0.2217296707531859,793.2877985797352,1
2051-05-16,22,560,Employed,High School,0,14156,60,Married,4,Rent,495,0.6325825640535271,3,1,0.2892907133049306,0,Home,0,24,5,12924,6668,172289,6620,0.7496706015866191,4,165669,0.2391559999999999,0.2360520556410359,404.0019008322714,0
2057-10-30,39,630,Employed,Bachelor,20,31977,48,Married,1,Mortgage,586,0.0927639588315947,2,1,0.3035903003269558,0,Auto,0,21,22,1796,1340,35726,5118,0.6636079520819673,7,30608,0.211977,0.1982107203654643,970.0258756033572,0
2068-01-08,39,626,Employed,High School,17,11805,24,Single,1,Mortgage,345,0.4737775797345663,3,1,0.6413505375215395,1,Other,0,23,19,22151,243,54539,17015,0.498423093285475,4,37524,0.173805,0.1538978606749669,574.5735031711059,1
2041-06-10,48,594,Employed,Bachelor,28,18301,24,Single,0,Mortgage,115,0.078691684059887,2,0,0.7953157531643696,0,Education,0,26,28,1426,1796,80269,15076,0.7868540159740951,6,65193,0.196301,0.1947922716009071,926.7947938683536,0
2037-12-13,52,619,Employed,High School,27,30960,72,Married,3,Rent,340,0.2224831610277779,1,2,0.1452960794756329,0,Other,0,24,8,1134,600,91061,3907,0.696276087576886,1,87154,0.23646,0.236274502713138,808.0911095015182,0
2071-01-08,39,459,Employed,Associate,14,42613,24,Single,0,Mortgage,484,0.2093135382608437,5,3,0.3102717006453808,0,Education,0,24,28,1682,726,19374,30077,0.8900809032894099,2,9992,0.288113,0.3031462630986296,2389.5197635015347,0
2023-06-17,48,659,Employed,Doctorate,27,41952,36,Widowed,4,Rent,345,0.4478040537585069,1,0,0.5159317255930582,0,Home,0,23,9,1204,625,422249,14155,0.8970447670257834,5,408094,0.197452,0.1862236127997672,1529.7951218279377,1
2070-06-24,26,514,Self-Employed,Doctorate,2,9482,36,Divorced,1,Mortgage,227,0.288926578618688,6,0,0.1729011520685776,0,Auto,0,21,2,13690,1882,52297,1759,0.9548796641538428,1,50538,0.237482,0.2360927986435105,370.0634608065623,1
2026-12-24,46,631,Self-Employed,Bachelor,24,46277,84,Single,2,Mortgage,556,0.2132326961702192,1,1,0.1536022888710655,0,Debt Consolidation,0,19,4,5812,474,443079,10514,0.7207982331079399,5,432565,0.255777,0.2803537741192568,1262.6224258526595,0
2032-11-08,47,530,Employed,Associate,27,10307,48,Married,2,Rent,275,0.1509670883070883,4,1,0.1754393498850801,0,Home,0,27,9,1969,1478,289593,6728,0.7828957593600018,1,282865,0.240307,0.2641828651549965,349.954199299894,1
2033-05-25,45,551,Employed,Bachelor,21,15239,48,Single,0,Own,395,0.3166668155149925,6,2,0.2124210035441054,0,Auto,0,14,5,7496,120,133742,43619,0.8459658898694763,2,90123,0.234739,0.2525666578751579,507.46544397967176,0
2071-06-05,20,540,Employed,High School,0,34965,48,Married,1,Other,329,0.3432650384674332,5,4,0.2432672538498642,0,Auto,0,18,23,4366,230,89445,21006,0.9306115016991796,9,68439,0.259965,0.2402975726884036,1140.498460892151,0
2040-01-23,36,496,Employed,High School,14,44100,108,Widowed,3,Mortgage,157,0.1781745197087891,4,0,0.3999184917403305,0,Home,1,22,27,30288,1943,76193,36991,0.6628519450946746,6,39202,0.3410999999999999,0.3718583283640051,1419.1357040565138,0
